Site,Plot,plot.number,Species,Tag,Date,pd_md,water_potential_mpa
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,pre-dawn,1.331
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,pre-dawn,1.186
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,midday,2.615
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,midday,2.386
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,midday,2.056
LL,MiddleEarth,near AT001,live oak,2376,5/23/2022,midday,2.343
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,0.899
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,1.019
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,0.82
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,0.978
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,1.06
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,pre-dawn,0.658
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,midday,1.464
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,midday,1.728
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,midday,1.531
LL,MiddleEarth,near AT001,live oak,2377,5/23/2022,midday,1.74
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,pre-dawn,1.688
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,pre-dawn,1.731
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,pre-dawn,1.688
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,midday,3.361
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,midday,3.187
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,midday,2.778
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,midday,3.373
LL,MiddleEarth,near AT001,blue oak,2378,5/23/2022,midday,3.261
LL,MiddleEarth,near AT001,blue oak,2379,5/23/2022,pre-dawn,2.371
LL,MiddleEarth,near AT001,blue oak,2379,5/23/2022,pre-dawn,2.201
LL,MiddleEarth,near AT001,blue oak,2379,5/23/2022,midday,3.341
LL,MiddleEarth,near AT001,blue oak,2379,5/23/2022,midday,3.31
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.893
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.789
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.918
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.643
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.928
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,pre-dawn,0.931
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,midday,3.65
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,midday,3.83
LL,MiddleEarth,near AT001,live oak,2380,5/23/2022,midday,3.86
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,pre-dawn,1.888
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,pre-dawn,1.843
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,pre-dawn,1.983
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,pre-dawn,1.984
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,midday,3.778
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,midday,3.692
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,midday,3.938
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,midday,3.692
LL,Hobbiton,AT002,blue oak,2343,5/23/2022,midday,3.662
LL,Hobbiton,AT002,live oak,2345,5/23/2022,pre-dawn,0.678
LL,Hobbiton,AT002,live oak,2345,5/23/2022,pre-dawn,0.788
LL,Hobbiton,AT002,live oak,2345,5/23/2022,pre-dawn,0.682
LL,Hobbiton,AT002,live oak,2345,5/23/2022,midday,2.471
LL,Hobbiton,AT002,live oak,2345,5/23/2022,midday,2.077
LL,Hobbiton,AT002,live oak,2345,5/23/2022,midday,2.088
LL,Hobbiton,AT002,live oak,2345,5/23/2022,midday,2.043
LL,Hobbiton,AT002,blue oak,2346,5/23/2022,pre-dawn,2.078
LL,Hobbiton,AT002,blue oak,2346,5/23/2022,pre-dawn,2.043
LL,Hobbiton,AT002,blue oak,2346,5/23/2022,midday,3.268
LL,Hobbiton,AT002,blue oak,2346,5/23/2022,midday,3.365
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,pre-dawn,1.762
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,pre-dawn,2.168
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,pre-dawn,1.872
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,midday,3.13
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,midday,2.7
LL,Hobbiton,AT002,blue oak,2347,5/23/2022,midday,2.75
LL,Hobbiton,near AT002,blue oak,2375,5/23/2022,pre-dawn,1.645
LL,Hobbiton,near AT002,blue oak,2375,5/23/2022,pre-dawn,1.73
LL,Hobbiton,near AT002,blue oak,2375,5/23/2022,pre-dawn,1.723
LL,Hobbiton,near AT002,blue oak,2375,5/23/2022,midday,3.406
LL,Hobbiton,near AT002,blue oak,2375,5/23/2022,midday,3.478
LL,Ridge,AT003,live oak,2331,5/23/2022,pre-dawn,2.24
LL,Ridge,AT003,live oak,2331,5/23/2022,pre-dawn,1.65
LL,Ridge,AT003,live oak,2331,5/23/2022,pre-dawn,1.45
LL,Ridge,AT003,live oak,2331,5/23/2022,pre-dawn,1.75
LL,Ridge,AT003,live oak,2331,5/23/2022,pre-dawn,2.4
LL,Hobbiton,AT004,live oak,2301,5/23/2022,pre-dawn,1.94
LL,Hobbiton,AT004,live oak,2301,5/23/2022,pre-dawn,1.39
LL,Hobbiton,AT004,live oak,2301,5/23/2022,pre-dawn,1.45
LL,Hobbiton,AT004,live oak,2301,5/23/2022,pre-dawn,1.51
LL,Weathertop,B1,blue oak,2370,5/23/2022,pre-dawn,2.063
LL,Weathertop,B1,blue oak,2370,5/23/2022,pre-dawn,1.882
LL,Weathertop,B1,blue oak,2370,5/23/2022,pre-dawn,1.843
LL,Weathertop,B2,blue oak,2371,5/23/2022,pre-dawn,1.532
LL,Weathertop,B2,blue oak,2371,5/23/2022,pre-dawn,1.501
LL,Weathertop,B3,blue oak,2372,5/23/2022,pre-dawn,1.782
LL,Weathertop,B3,blue oak,2372,5/23/2022,pre-dawn,1.741
LL,Weathertop,B3,blue oak,2372,5/23/2022,pre-dawn,1.842
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,pre-dawn,1.293
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,pre-dawn,1.288
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,midday,2.824
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,midday,2.469
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,midday,2.774
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/23/2022,midday,2.479
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,pre-dawn,1.416
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,pre-dawn,1.348
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,pre-dawn,1.334
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,midday,3.949
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,midday,3.938
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/23/2022,midday,3.778
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/23/2022,pre-dawn,1.683
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/23/2022,pre-dawn,1.338
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/23/2022,pre-dawn,1.56
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/23/2022,pre-dawn,1.548
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/23/2022,pre-dawn,1.288
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/23/2022,pre-dawn,1.219
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,3.138
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,3.37
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,3.421
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,4.188
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,3.412
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,3.168
LL,Rohan,near 2380,LEU,LL-LEU,5/23/2022,pre-dawn,2.993
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,2.881
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,3.403
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,3.271
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,3.341
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,3.04
LL,Rohan,near 2380,ARCA,LL-ARCA,5/23/2022,pre-dawn,3.314
Chamise,Chamise,Chamise,blue oak,2020,5/23/2022,midday,2.931
Chamise,Chamise,Chamise,blue oak,2020,5/23/2022,midday,3.03
Chamise,Chamise,Chamise,blue oak,2021,5/23/2022,midday,3.701
Chamise,Chamise,Chamise,blue oak,2021,5/23/2022,midday,4.02
Chamise,Chamise,Chamise,blue oak,2021,5/23/2022,midday,3.462
Chamise,Chamise,Chamise,blue oak,2021,5/23/2022,midday,3.406
Chamise,Chamise,Chamise,blue oak,2021,5/23/2022,midday,4.112
Chamise,Chamise,Chamise,live oak,2022,5/23/2022,midday,2.709
Chamise,Chamise,Chamise,live oak,2022,5/23/2022,midday,2.92
Chamise,Chamise,Chamise,live oak,2022,5/23/2022,midday,2.313
Chamise,Chamise,Chamise,live oak,2022,5/23/2022,midday,2.2
Chamise,Chamise,Chamise,live oak,2022,5/23/2022,midday,2.962
Chamise,Chamise,Chamise,live oak,2023,5/23/2022,midday,2.02
Chamise,Chamise,Chamise,live oak,2023,5/23/2022,midday,2.305
Chamise,Chamise,Chamise,live oak,2023,5/23/2022,midday,1.933
Chamise,Chamise,Chamise,live oak,2023,5/23/2022,midday,2.298
Chamise,Chamise,Chamise,live oak,2023,5/23/2022,midday,2.189
Chamise,Chamise,Chamise,blue oak,2024,5/23/2022,midday,2.716
Chamise,Chamise,Chamise,blue oak,2024,5/23/2022,midday,2.668
Chamise,Chamise,Chamise,blue oak,2024,5/23/2022,midday,2.716
Chamise,Chamise,Chamise,blue oak,2024,5/23/2022,midday,2.668
Chamise,Chamise,Chamise,blue oak,2025,5/23/2022,midday,3.069
Chamise,Chamise,Chamise,blue oak,2025,5/23/2022,midday,3.048
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,5/23/2022,midday,3.334
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,5/23/2022,midday,3.4
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,5/23/2022,midday,3.61
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,5/23/2022,midday,3.14
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,5/23/2022,midday,3.339
Chamise,Shedd,Chamise (Shedd soil),blue oak,2027,5/23/2022,midday,3.288
Chamise,Shedd,Chamise (Shedd soil),blue oak,2028,5/23/2022,midday,3.201
Chamise,Shedd,Chamise (Shedd soil),blue oak,2028,5/23/2022,midday,3.224
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,5/23/2022,midday,2.571
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,5/23/2022,midday,2.469
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,5/23/2022,midday,2.736
Chamise,Shedd,Chamise (Shedd soil),live oak,2029,5/23/2022,midday,2.446
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,5/23/2022,midday,1.899
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,5/23/2022,midday,2.08
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,5/23/2022,midday,2.016
Chamise,Shedd,Chamise (Shedd soil),live oak,2030,5/23/2022,midday,2.1
Chamise,Shedd,Chamise (Shedd soil),blue oak,2031,5/23/2022,midday,3.053
Chamise,Shedd,Chamise (Shedd soil),blue oak,2031,5/23/2022,midday,2.889
LL,Weathertop,,blue oak,2011,5/23/2022,pre-dawn,1.698
LL,Weathertop,,blue oak,2011,5/23/2022,pre-dawn,1.736
LL,Weathertop,,blue oak,2011,5/23/2022,pre-dawn,1.75
LL,Weathertop,RT,blue oak,2010,5/23/2022,pre-dawn,1.471
LL,Weathertop,RT,blue oak,2010,5/23/2022,pre-dawn,1.501
LL,Weathertop,RT,blue oak,2010,5/23/2022,midday,3.464
LL,Weathertop,RT,blue oak,2010,5/23/2022,midday,3.671
LL,Weathertop,RT,blue oak,2010,5/23/2022,midday,3.57
LL,Hobbiton,TS,blue oak,2009,5/23/2022,pre-dawn,1.783
LL,Hobbiton,TS,blue oak,2009,5/23/2022,pre-dawn,1.682
LL,Hobbiton,TS,blue oak,2009,5/23/2022,pre-dawn,1.902
LL,Hobbiton,TS,blue oak,2009,5/23/2022,midday,3.281
LL,Hobbiton,TS,blue oak,2009,5/23/2022,midday,3.271
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,pre-dawn,1.382
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,pre-dawn,1.41
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,pre-dawn,1.414
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,midday,3
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,midday,3.25
LL,MiddleEarth,AT001,blue oak,2365,4/27/2022,midday,3.3
LL,MiddleEarth,AT001,blue oak,2367,4/27/2022,pre-dawn,1.508
LL,MiddleEarth,AT001,blue oak,2367,4/27/2022,pre-dawn,1.584
LL,MiddleEarth,AT001,blue oak,2367,4/27/2022,midday,2.662
LL,MiddleEarth,AT001,blue oak,2367,4/27/2022,midday,2.384
LL,MiddleEarth,AT001,blue oak,2367,4/27/2022,midday,3.092
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,pre-dawn,1.512
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,pre-dawn,1.421
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,pre-dawn,1.583
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,midday,3.3
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,midday,3.35
LL,MiddleEarth,AT001,blue oak,2369,4/27/2022,midday,3.3
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,pre-dawn,1.228
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,pre-dawn,1.098
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,pre-dawn,1.138
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,midday,2.782
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,midday,2.634
LL,Hobbiton,AT002,blue oak,2343,4/27/2022,midday,2.748
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,pre-dawn,1.971
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,pre-dawn,2.022
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,pre-dawn,2.008
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,midday,2.207
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,midday,2.29
LL,Hobbiton,AT002,blue oak,2346,4/27/2022,midday,2.136
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,pre-dawn,1.171
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,pre-dawn,1.468
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,pre-dawn,1.443
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,midday,2.554
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,midday,2.43
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,midday,2.143
LL,Hobbiton,AT002,blue oak,2347,4/27/2022,midday,2.204
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,pre-dawn,0.918
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,pre-dawn,0.799
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,pre-dawn,1.037
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,pre-dawn,0.984
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,midday,2.518
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,midday,2.6
Cucu Mesa,High,Cucu Mesa,blue oak,2004,4/27/2022,midday,2.744
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,pre-dawn,0.914
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,pre-dawn,0.847
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,pre-dawn,0.992
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,midday,2.503
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,midday,2.867
Cucu Mesa,High,Cucu Mesa,blue oak,2005,4/27/2022,midday,2.829
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,pre-dawn,0.968
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,pre-dawn,1.018
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,pre-dawn,0.988
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,midday,2.638
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,midday,2.778
Cucu Mesa,High,Cucu Mesa,blue oak,2006,4/27/2022,midday,2.735
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,pre-dawn,1.018
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,pre-dawn,0.836
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,pre-dawn,1.056
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,pre-dawn,1.046
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,midday,2.261
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,midday,2.664
Cucu Mesa,High,Cucu Mesa,blue oak,2007,4/27/2022,midday,2.354
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,pre-dawn,2.362
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,pre-dawn,2.339
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,pre-dawn,2.681
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,pre-dawn,2.458
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,midday,3.241
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,midday,3.225
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,midday,2.841
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,midday,3.124
Cucu Mesa,High,Cucu Mesa,LEU,,4/27/2022,midday,2.694
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.638
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.553
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.287
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.584
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.568
Chamise,Chamise,Chamise,ARCA,,4/27/2022,pre-dawn,2.661
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,1.871
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,2.848
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,2.718
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,2.708
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,2.769
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,pre-dawn,2.489
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,midday,3.771
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,midday,3.654
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,midday,3.572
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,midday,3.613
Cucu Mesa,High,Cucu Mesa,ARCA,,4/27/2022,midday,3.553
PineNeedle,Low,low Pine Needle,live oak,2093,4/27/2022,pre-dawn,0.778
PineNeedle,Low,low Pine Needle,live oak,2093,4/27/2022,pre-dawn,0.779
PineNeedle,Low,low Pine Needle,live oak,2093,4/27/2022,midday,1.843
PineNeedle,Low,low Pine Needle,live oak,2093,4/27/2022,midday,2.034
PineNeedle,Low,low Pine Needle,live oak,2093,4/27/2022,midday,1.75
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,pre-dawn,1.508
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,pre-dawn,1.459
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,pre-dawn,1.028
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,pre-dawn,1.272
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,pre-dawn,1.038
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,midday,1.223
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,midday,2.123
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,midday,2.883
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,midday,1.994
PineNeedle,Low,low Pine Needle,live oak,2092,4/27/2022,midday,2.445
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,pre-dawn,0.788
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,pre-dawn,0.258
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,pre-dawn,0.768
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,pre-dawn,0.384
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,pre-dawn,0.698
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,midday,2.183
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,midday,1.978
PineNeedle,Low,low Pine Needle,live oak,2091,4/27/2022,midday,1.901
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,pre-dawn,1.34
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,pre-dawn,1.032
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,pre-dawn,1.198
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,pre-dawn,1.152
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,pre-dawn,1.241
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,midday,2.231
PineNeedle,Low,low Pine Needle,blue oak,2090,4/27/2022,midday,2.257
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,pre-dawn,0.878
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,pre-dawn,0.789
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,pre-dawn,0.847
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,midday,0.93
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,midday,1.3
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,midday,1.78
PineNeedle,Low,low Pine Needle,live oak,2089,4/27/2022,midday,1.8
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,pre-dawn,0.818
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,pre-dawn,0.853
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,pre-dawn,0.856
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,midday,2.504
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,midday,1.831
PineNeedle,Low,low Pine Needle,blue oak,2088,4/27/2022,midday,1.922
PineNeedle,Low,low Pine Needle,blue oak,2087,4/27/2022,midday,2.34
PineNeedle,Low,low Pine Needle,blue oak,2087,4/27/2022,midday,2.253
PineNeedle,Low,low Pine Needle,blue oak,2087,4/27/2022,midday,2.389
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,pre-dawn,0.928
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,pre-dawn,0.748
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,pre-dawn,0.882
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,midday,1.965
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,midday,1.874
PineNeedle,Low,low Pine Needle,blue oak,2086,4/27/2022,midday,2.144
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,pre-dawn,1.049
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,pre-dawn,1.108
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,pre-dawn,0.978
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,pre-dawn,1.041
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,midday,2.188
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,midday,2.233
PineNeedle,Low,low Pine Needle,blue oak,2085,4/27/2022,midday,2.211
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,pre-dawn,1.038
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,pre-dawn,0.908
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,pre-dawn,0.902
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,pre-dawn,0.912
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,midday,1.681
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,midday,1.789
Chamise,Chamise,Chamise,blue oak,2020,4/27/2022,midday,1.873
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,pre-dawn,0.863
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,pre-dawn,0.931
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,pre-dawn,0.85
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,midday,2.195
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,midday,2.043
Chamise,Chamise,Chamise,blue oak,2021,4/27/2022,midday,2.189
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,pre-dawn,0.913
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,pre-dawn,0.871
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,pre-dawn,0.878
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,midday,1.884
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,midday,1.673
Chamise,Chamise,Chamise,live oak,2022,4/27/2022,midday,2.271
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,pre-dawn,0.818
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,pre-dawn,0.748
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,pre-dawn,0.753
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,midday,2.631
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,midday,2.435
Chamise,Chamise,Chamise,live oak,2023,4/27/2022,midday,2.217
Chamise,Chamise,Chamise,blue oak,2024,4/27/2022,pre-dawn,1.005
Chamise,Chamise,Chamise,blue oak,2024,4/27/2022,pre-dawn,0.958
Chamise,Chamise,Chamise,blue oak,2024,4/27/2022,pre-dawn,1.088
Chamise,Chamise,Chamise,blue oak,2024,4/27/2022,midday,1.958
Chamise,Chamise,Chamise,blue oak,2024,4/27/2022,midday,1.881
