Site,Plot,plot.number,Species,Tag,Date,pd_md,water_potential_mpa
LL,Weathertop,B4,blue oak,2373,3/11/2022,pre-dawn,1.42
LL,Weathertop,B4,blue oak,2373,3/11/2022,pre-dawn,1.44
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,3/8/2022,pre-dawn,1.316
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,3/8/2022,pre-dawn,1.334
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,3/8/2022,midday,1.856
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,3/8/2022,midday,1.829
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,3/8/2022,midday,1.818
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,pre-dawn,0.798
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,pre-dawn,0.791
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,pre-dawn,0.821
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,midday,2.006
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,midday,2.23
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,midday,1.967
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,3/8/2022,midday,2.096
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,pre-dawn,1.02
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,pre-dawn,0.898
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,pre-dawn,0.962
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,midday,2.48
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,midday,2.16
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,3/11/2022,midday,2.441
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,3/8/2022,pre-dawn,1.409
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,3/8/2022,pre-dawn,1.49
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,3/8/2022,midday,2.197
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,3/8/2022,midday,2.23
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,3/8/2022,midday,2.16
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,pre-dawn,0.29
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,pre-dawn,0.205
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,pre-dawn,0.539
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,pre-dawn,0.3
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,midday,1.68
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,midday,1.76
Cucu Mesa,High,Cucu Mesa,blue oak,2004,3/11/2022,midday,1.52
Cucu Mesa,High,Cucu Mesa,blue oak,2005,3/11/2022,pre-dawn,1.03
Cucu Mesa,High,Cucu Mesa,blue oak,2005,3/11/2022,pre-dawn,1.06
Cucu Mesa,High,Cucu Mesa,blue oak,2005,3/11/2022,midday,1.38
Cucu Mesa,High,Cucu Mesa,blue oak,2005,3/11/2022,midday,1.51
Cucu Mesa,High,Cucu Mesa,blue oak,2005,3/11/2022,midday,1.51
Cucu Mesa,High,Cucu Mesa,blue oak,2006,3/11/2022,pre-dawn,0.925
Cucu Mesa,High,Cucu Mesa,blue oak,2006,3/11/2022,pre-dawn,0.97
Cucu Mesa,High,Cucu Mesa,blue oak,2006,3/11/2022,midday,1.51
Cucu Mesa,High,Cucu Mesa,blue oak,2006,3/11/2022,midday,1.41
Cucu Mesa,High,Cucu Mesa,blue oak,2006,3/11/2022,midday,1.3
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,pre-dawn,0.916
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,pre-dawn,0.671
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,pre-dawn,0.858
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,midday,1.8
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,midday,1.61
Cucu Mesa,High,Cucu Mesa,blue oak,2007,3/11/2022,midday,1.9
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.19
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.17
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.06
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.61
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.02
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.08
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.39
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,pre-dawn,1.24
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,midday,2.45
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,midday,1.97
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,midday,2.02
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,midday,2.21
Cucu Mesa,High,Cucu Mesa,LEU,Cucu-LEU,3/11/2022,midday,2.064
LL,Rohan,LL,LEU,LL-LEU,3/8/2022,midday,1.58
LL,Rohan,LL,LEU,LL-LEU,3/8/2022,midday,1.76
LL,Rohan,LL,LEU,LL-LEU,3/8/2022,midday,1.74
LL,Rohan,LL,LEU,LL-LEU,3/8/2022,midday,1.723
LL,Rohan,LL,LEU,LL-LEU,3/8/2022,midday,1.95
LL,Rohan,LL,ARCA,LL-ARCA,3/8/2022,midday,2.131
LL,Rohan,LL,ARCA,LL-ARCA,3/8/2022,midday,2.442
LL,Rohan,LL,ARCA,LL-ARCA,3/8/2022,midday,2.289
LL,Rohan,LL,ARCA,LL-ARCA,3/8/2022,midday,2.436
LL,Rohan,LL,ARCA,LL-ARCA,3/8/2022,midday,2.629
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.33
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.39
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.08
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.307
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.27
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.38
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,pre-dawn,1.4
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,midday,3.51
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,midday,3.01
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,midday,2.07
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,midday,3.117
Chamise,Chamise,Chamise,ARCA,Chamise-ARCA,3/11/2022,midday,2.87
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.34
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.68
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.29
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.33
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.52
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.49
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.87
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,pre-dawn,1.66
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,midday,2.12
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,midday,2.3
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,midday,2.14
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,midday,2.302
Cucu Mesa,High,Cucu Mesa,ARCA,Cucu-ARCA,3/11/2022,midday,2.52
PineNeedle,Low,low Pine Needle,live oak,2093,3/11/2022,midday,2.6
PineNeedle,Low,low Pine Needle,live oak,2093,3/11/2022,midday,2.16
PineNeedle,Low,low Pine Needle,live oak,2093,3/11/2022,midday,2.01
PineNeedle,Low,low Pine Needle,live oak,2093,3/11/2022,midday,1.7
PineNeedle,Low,low Pine Needle,live oak,2093,3/11/2022,midday,1.85
PineNeedle,Low,low Pine Needle,live oak,2092,3/11/2022,midday,1.5
PineNeedle,Low,low Pine Needle,live oak,2092,3/11/2022,midday,1.52
PineNeedle,Low,low Pine Needle,live oak,2092,3/11/2022,midday,1.81
PineNeedle,Low,low Pine Needle,live oak,2092,3/11/2022,midday,1.55
PineNeedle,Low,low Pine Needle,live oak,2092,3/11/2022,midday,1.85
PineNeedle,Low,low Pine Needle,live oak,2091,3/11/2022,midday,1.35
PineNeedle,Low,low Pine Needle,live oak,2091,3/11/2022,midday,0.85
PineNeedle,Low,low Pine Needle,live oak,2091,3/11/2022,midday,1.1
PineNeedle,Low,low Pine Needle,live oak,2091,3/11/2022,midday,0.91
PineNeedle,Low,low Pine Needle,live oak,2089,3/11/2022,midday,1.92
PineNeedle,Low,low Pine Needle,live oak,2089,3/11/2022,midday,3
PineNeedle,Low,low Pine Needle,live oak,2089,3/11/2022,midday,1.34
PineNeedle,Low,low Pine Needle,live oak,2089,3/11/2022,midday,1.95
PineNeedle,Low,low Pine Needle,live oak,2089,3/11/2022,midday,2.65
Chamise,Chamise,Chamise,blue oak,2020,3/11/2022,midday,2.2
Chamise,Chamise,Chamise,blue oak,2020,3/11/2022,midday,2.02
Chamise,Chamise,Chamise,blue oak,2020,3/11/2022,midday,2.3
Chamise,Chamise,Chamise,blue oak,2021,3/11/2022,midday,1.91
Chamise,Chamise,Chamise,blue oak,2021,3/11/2022,midday,1.81
Chamise,Chamise,Chamise,blue oak,2021,3/11/2022,midday,1.9
Chamise,Chamise,Chamise,live oak,2022,3/11/2022,midday,2.05
Chamise,Chamise,Chamise,live oak,2022,3/11/2022,midday,1.85
Chamise,Chamise,Chamise,live oak,2022,3/11/2022,midday,1.95
Chamise,Chamise,Chamise,live oak,2022,3/11/2022,midday,2.1
Chamise,Chamise,Chamise,live oak,2022,3/11/2022,midday,2.1
Chamise,Chamise,Chamise,live oak,2023,3/11/2022,midday,1.43
Chamise,Chamise,Chamise,live oak,2023,3/11/2022,midday,1.55
Chamise,Chamise,Chamise,live oak,2023,3/11/2022,midday,1.75
Chamise,Chamise,Chamise,live oak,2023,3/11/2022,midday,1.85
Chamise,Chamise,Chamise,live oak,2023,3/11/2022,midday,1.7
Chamise,Chamise,Chamise,blue oak,2024,3/11/2022,midday,1.65
Chamise,Chamise,Chamise,blue oak,2024,3/11/2022,midday,1.72
Chamise,Chamise,Chamise,blue oak,2025,3/11/2022,midday,2.07
Chamise,Chamise,Chamise,blue oak,2025,3/11/2022,midday,1.71
Chamise,Chamise,Chamise,blue oak,2025,3/11/2022,midday,1.64
Chamise,Chamise,Chamise,blue oak,2025,3/11/2022,midday,1.79
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,3/11/2022,midday,1.96
Chamise,Shedd,Chamise (Shedd soil),blue oak,2026,3/11/2022,midday,1.93
LL,MiddleEarth,AT001,live oak,2353,4/6/2022,midday,3.51
LL,MiddleEarth,AT001,live oak,2353,4/6/2022,midday,3.35
LL,MiddleEarth,AT001,live oak,2353,4/6/2022,midday,4.1
LL,MiddleEarth,AT001,live oak,2353,4/6/2022,midday,2.4
LL,MiddleEarth,AT001,live oak,2354,4/6/2022,midday,3.55
LL,MiddleEarth,AT001,live oak,2354,4/6/2022,midday,4.3
LL,MiddleEarth,AT001,live oak,2354,4/6/2022,midday,3.75
LL,MiddleEarth,AT001,blue oak,2360,4/6/2022,midday,3
LL,MiddleEarth,AT001,blue oak,2360,4/6/2022,midday,3.25
LL,MiddleEarth,AT001,blue oak,2360,4/6/2022,midday,3.15
LL,MiddleEarth,AT001,blue oak,2365,4/6/2022,midday,2.45
LL,MiddleEarth,AT001,blue oak,2365,4/6/2022,midday,2.35
LL,MiddleEarth,AT001,blue oak,2365,4/6/2022,midday,2.4
LL,MiddleEarth,AT001,blue oak,2367,4/6/2022,midday,2.25
LL,MiddleEarth,AT001,blue oak,2367,4/6/2022,midday,2.25
LL,MiddleEarth,AT001,blue oak,2369,4/6/2022,midday,2.9
LL,MiddleEarth,AT001,blue oak,2369,4/6/2022,midday,2.35
LL,MiddleEarth,AT001,blue oak,2369,4/6/2022,midday,2.65
LL,MiddleEarth,near AT001,live oak,2376,4/6/2022,midday,3.1
LL,MiddleEarth,near AT001,live oak,2376,4/6/2022,midday,2.6
LL,MiddleEarth,near AT001,live oak,2376,4/6/2022,midday,2.7
LL,MiddleEarth,near AT001,live oak,2377,4/6/2022,midday,2.78
LL,MiddleEarth,near AT001,live oak,2377,4/6/2022,midday,2.85
LL,MiddleEarth,near AT001,blue oak,2378,4/6/2022,midday,2.8
LL,MiddleEarth,near AT001,blue oak,2378,4/6/2022,midday,2.95
LL,MiddleEarth,near AT001,blue oak,2378,4/6/2022,midday,2.8
LL,MiddleEarth,near AT001,blue oak,2379,4/6/2022,midday,2.55
LL,MiddleEarth,near AT001,blue oak,2379,4/6/2022,midday,2.55
LL,MiddleEarth,near AT001,live oak,2380,4/6/2022,midday,3.5
LL,MiddleEarth,near AT001,live oak,2380,4/6/2022,midday,3.2
LL,MiddleEarth,near AT001,live oak,2380,4/6/2022,midday,2.9
LL,Hobbiton,AT002,blue oak,2343,4/6/2022,midday,2.7
LL,Hobbiton,AT002,blue oak,2343,4/6/2022,midday,2.6
LL,Hobbiton,AT002,live oak,2345,4/6/2022,midday,3.7
LL,Hobbiton,AT002,live oak,2345,4/6/2022,midday,3.6
LL,Hobbiton,AT002,blue oak,2346,4/6/2022,midday,3.2
LL,Hobbiton,AT002,blue oak,2346,4/6/2022,midday,2.9
LL,Hobbiton,AT002,blue oak,2346,4/6/2022,midday,3
LL,Hobbiton,AT002,blue oak,2347,4/6/2022,midday,2.2
LL,Hobbiton,AT002,blue oak,2347,4/6/2022,midday,2.4
LL,Hobbiton,AT002,blue oak,2347,4/6/2022,midday,2.5
LL,Hobbiton,near AT002,blue oak,2375,4/6/2022,midday,2.8
LL,Hobbiton,near AT002,blue oak,2375,4/6/2022,midday,2.8
LL,Ridge,AT003,live oak,2331,4/6/2022,midday,4.25
LL,Ridge,AT003,live oak,2331,4/6/2022,midday,4.35
LL,Ridge,AT003,live oak,2331,4/6/2022,midday,4.4
LL,Hobbiton,AT004,live oak,2301,4/6/2022,midday,4
LL,Hobbiton,AT004,live oak,2301,4/6/2022,midday,3.7
LL,Hobbiton,AT004,live oak,2301,4/6/2022,midday,3.4
LL,Hobbiton,AT004,live oak,2301,4/6/2022,midday,2.85
LL,Weathertop,B1,blue oak,2370,4/6/2022,midday,3.1
LL,Weathertop,B2,blue oak,2371,4/6/2022,midday,2.7
LL,Weathertop,B2,blue oak,2371,4/6/2022,midday,2.6
LL,Weathertop,B3,blue oak,2372,4/6/2022,midday,3.6
LL,Weathertop,B3,blue oak,2372,4/6/2022,midday,2.8
LL,Weathertop,B3,blue oak,2372,4/6/2022,midday,2.85
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/6/2022,midday,2.755
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/6/2022,midday,3.5
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,4/6/2022,midday,2.65
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/6/2022,midday,3.25
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/6/2022,midday,3.15
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,4/6/2022,midday,3.05
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/6/2022,midday,2.45
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/6/2022,midday,2.525
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/6/2022,midday,2.475
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/6/2022,midday,3.4
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,4/6/2022,midday,2.7
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/6/2022,midday,2.6
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/6/2022,midday,2.25
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/6/2022,midday,3.8
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,4/6/2022,midday,2.2
LL,Rohan,near 2380,LEU,LL-LEU,4/6/2022,midday,1.75
LL,Rohan,near 2380,LEU,LL-LEU,4/6/2022,midday,2.05
LL,Rohan,near 2380,LEU,LL-LEU,4/6/2022,midday,1.55
LL,Rohan,near 2380,LEU,LL-LEU,4/6/2022,midday,1.85
LL,Rohan,near 2380,LEU,LL-LEU,4/6/2022,midday,1.775
LL,Rohan,near 2380,ARCA,LL-ARCA,4/6/2022,midday,2.75
LL,Rohan,near 2380,ARCA,LL-ARCA,4/6/2022,midday,2.45
LL,Rohan,near 2380,ARCA,LL-ARCA,4/6/2022,midday,2.75
LL,Rohan,near 2380,ARCA,LL-ARCA,4/6/2022,midday,2.6
LL,Rohan,near 2380,ARCA,LL-ARCA,4/6/2022,midday,2.55
LL,Weathertop,,blue oak,2011,4/6/2022,midday,3.1
LL,Weathertop,,blue oak,2011,4/6/2022,midday,3.2
LL,Hobbiton,TS,blue oak,2009,4/6/2022,midday,2.9
LL,Hobbiton,TS,blue oak,2009,4/6/2022,midday,3
LL,MiddleEarth,AT001,live oak,2352,5/4/2022,midday,2.24
LL,MiddleEarth,AT001,live oak,2352,5/4/2022,midday,1.973
LL,MiddleEarth,AT001,live oak,2352,5/4/2022,midday,1.906
LL,MiddleEarth,AT001,live oak,2352,5/4/2022,midday,2.078
LL,MiddleEarth,AT001,live oak,2354,5/4/2022,midday,2.568
LL,MiddleEarth,AT001,live oak,2354,5/4/2022,midday,2.842
LL,MiddleEarth,AT001,live oak,2354,5/4/2022,midday,2.712
LL,MiddleEarth,AT001,blue oak,2360,5/4/2022,midday,2.843
LL,MiddleEarth,AT001,blue oak,2360,5/4/2022,midday,3.014
LL,MiddleEarth,AT001,blue oak,2360,5/4/2022,midday,3.052
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,pre-dawn,1.442
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,pre-dawn,1.208
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,pre-dawn,1.42
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,midday,2.608
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,midday,2.621
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,midday,2.676
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,midday,3.056
LL,MiddleEarth,AT001,blue oak,2365,5/4/2022,midday,3
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,pre-dawn,2
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,pre-dawn,1.658
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,pre-dawn,1.658
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,midday,2.587
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,midday,2.674
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,midday,2.491
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,midday,3.6
LL,MiddleEarth,AT001,blue oak,2367,5/4/2022,midday,3.25
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,pre-dawn,1.687
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,pre-dawn,1.754
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,pre-dawn,1.638
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,midday,2.584
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,midday,2.945
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,midday,2.88
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,midday,3.18
LL,MiddleEarth,AT001,blue oak,2369,5/4/2022,midday,3.221
LL,MiddleEarth,near AT001,live oak,2376,5/4/2022,midday,2.926
LL,MiddleEarth,near AT001,live oak,2376,5/4/2022,midday,3.034
LL,MiddleEarth,near AT001,live oak,2377,5/4/2022,midday,2.113
LL,MiddleEarth,near AT001,live oak,2377,5/4/2022,midday,1.987
LL,MiddleEarth,near AT001,live oak,2377,5/4/2022,midday,2.158
LL,MiddleEarth,near AT001,live oak,2377,5/4/2022,midday,1.923
LL,MiddleEarth,near AT001,live oak,2377,5/4/2022,midday,2.669
LL,MiddleEarth,near AT001,blue oak,2378,5/4/2022,midday,2.945
LL,MiddleEarth,near AT001,blue oak,2378,5/4/2022,midday,1.987
LL,MiddleEarth,near AT001,blue oak,2379,5/4/2022,midday,3.032
LL,MiddleEarth,near AT001,blue oak,2379,5/4/2022,midday,2.738
LL,MiddleEarth,near AT001,blue oak,2379,5/4/2022,midday,3.063
LL,MiddleEarth,near AT001,blue oak,2379,5/4/2022,midday,2.962
LL,MiddleEarth,near AT001,live oak,2380,5/4/2022,midday,2.422
LL,MiddleEarth,near AT001,live oak,2380,5/4/2022,midday,2.142
LL,MiddleEarth,near AT001,live oak,2380,5/4/2022,midday,2.687
LL,MiddleEarth,near AT001,live oak,2380,5/4/2022,midday,2.326
LL,MiddleEarth,near AT001,live oak,2380,5/4/2022,midday,2.301
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,pre-dawn,1.547
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,pre-dawn,1.448
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,pre-dawn,1.554
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,midday,2.034
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,midday,2.484
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,midday,2.308
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,midday,2.671
LL,Hobbiton,AT002,blue oak,2343,5/4/2022,midday,2.667
LL,Hobbiton,AT002,live oak,2345,5/4/2022,midday,1.204
LL,Hobbiton,AT002,live oak,2345,5/4/2022,midday,1.233
LL,Hobbiton,AT002,live oak,2345,5/4/2022,midday,2.064
LL,Hobbiton,AT002,live oak,2345,5/4/2022,midday,1.48
LL,Hobbiton,AT002,live oak,2345,5/4/2022,midday,1.44
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,pre-dawn,1.689
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,pre-dawn,1.846
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,pre-dawn,1.974
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,pre-dawn,2.098
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,midday,2.222
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,midday,2.29
LL,Hobbiton,AT002,blue oak,2346,5/4/2022,midday,2.301
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,pre-dawn,1.35
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,pre-dawn,1.782
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,pre-dawn,1.47
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,pre-dawn,1.778
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,pre-dawn,1.452
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,midday,2.987
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,midday,2.781
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,midday,2.813
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,midday,3.01
LL,Hobbiton,AT002,blue oak,2347,5/4/2022,midday,2.59
LL,Hobbiton,near AT002,blue oak,2375,5/4/2022,midday,3.19
LL,Hobbiton,near AT002,blue oak,2375,5/4/2022,midday,3.014
LL,Hobbiton,near AT002,blue oak,2375,5/4/2022,midday,3.28
LL,Ridge,AT003,live oak,2331,5/4/2022,midday,2.95
LL,Ridge,AT003,live oak,2331,5/4/2022,midday,2.76
LL,Ridge,AT003,live oak,2331,5/4/2022,midday,3.09
LL,Hobbiton,AT004,live oak,2301,5/4/2022,midday,3.21
LL,Hobbiton,AT004,live oak,2301,5/4/2022,midday,3.2
LL,Hobbiton,AT004,live oak,2301,5/4/2022,midday,3.17
LL,Weathertop,B1,blue oak,2370,5/4/2022,midday,2.709
LL,Weathertop,B1,blue oak,2370,5/4/2022,midday,2.774
LL,Weathertop,B1,blue oak,2370,5/4/2022,midday,2.568
LL,Weathertop,B2,blue oak,2371,5/4/2022,midday,3.051
LL,Weathertop,B2,blue oak,2371,5/4/2022,midday,3.067
LL,Weathertop,B2,blue oak,2371,5/4/2022,midday,2.805
LL,Weathertop,B3,blue oak,2372,5/4/2022,midday,3.871
LL,Weathertop,B3,blue oak,2372,5/4/2022,midday,3.382
LL,Weathertop,B3,blue oak,2372,5/4/2022,midday,3.665
LL,Weathertop,B3,blue oak,2372,5/4/2022,midday,3.39
LL,Weathertop,B3,blue oak,2372,5/4/2022,midday,3.239
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/4/2022,midday,2.4
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/4/2022,midday,2.5
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/4/2022,midday,2.62
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/4/2022,midday,2.9
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,5/4/2022,midday,2.8
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/4/2022,midday,2.339
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/4/2022,midday,2.245
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,5/4/2022,midday,2.553
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/4/2022,midday,2.25
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/4/2022,midday,2.29
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,5/4/2022,midday,2.17
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/4/2022,midday,3.157
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/4/2022,midday,2.714
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/4/2022,midday,2.624
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,5/4/2022,midday,2.902
LL,Weathertop,,blue oak,2011,5/4/2022,midday,2.95
LL,Weathertop,,blue oak,2011,5/4/2022,midday,3.45
LL,Weathertop,,blue oak,2011,5/4/2022,midday,3.1
LL,Weathertop,,blue oak,2011,5/4/2022,midday,2.92
LL,Weathertop,RT,blue oak,2010,5/4/2022,midday,2.447
LL,Weathertop,RT,blue oak,2010,5/4/2022,midday,2.669
LL,Weathertop,RT,blue oak,2010,5/4/2022,midday,2.124
LL,Weathertop,RT,blue oak,2010,5/4/2022,midday,2.549
LL,Hobbiton,TS,blue oak,2009,5/4/2022,midday,2.785
LL,Hobbiton,TS,blue oak,2009,5/4/2022,midday,2.86
LL,Hobbiton,TS,blue oak,2009,5/4/2022,midday,3.134
